_Accel 10,Accel 25,Accel 50,Accel 75,Accel 90,Accel Ave,bearingRate 10,bearingRate 25,bearingRate 50,bearingRate 75,bearingRate 90,bearingRate ave,Cluster,Distance Traveled,F1,Jerk 10,Jerk 25,Jerk 50,Jerk 75,Jerk 90,Jerk Ave,Last Lat,Last Long,Number of Records,Speed 10,Speed 25,Speed 50,Speed 75,Speed 90,Speed Ave,Start Lat,Start Long,Time Traveled
-2.484033193,-1.336935154,0,0.78714179,1.921490583,-0.14030589,2.56E-11,1.45E-05,4.26E-05,6.72E-05,0.000107288,4.74E-05,1,0.028083,0,-1.907989805,-0.245899525,0.662384565,1.703041924,2.05516256,0.346497237,39.97162,116.3246783,1,0,2.514607681,3.925808954,5.012089376,7.714781222,4.36123874,39.9718633,116.3249399,0.383333329
-1.288980517,-0.230902866,0.140001503,0.250400525,0.595158871,-0.159592202,1.35E-05,2.02E-05,4.36E-05,0.000101872,0.000148853,7.14E-05,1,0.036402,0,-0.494652685,-0.154834534,0.038934517,0.300200104,0.464003102,0.000968682,39.9778216,116.300315,1,1.836481385,1.90470155,3.008396739,3.580202708,7.209863508,4.224059453,39.9777516,116.3005283,0.383333329
-1.033116505,-0.863601044,-0.563604582,0.61440114,0.992081199,-0.104266682,1.07E-05,1.57E-05,2.03E-05,3.36E-05,6.01E-05,3.46E-05,1,0.036399,0,-0.661761955,-0.571334369,-0.134930098,0.452134286,0.637707782,-0.037792833,39.9814516,116.3641466,1,1.724876798,3.841202322,5.684404627,6.026403643,6.569283971,4.853201176,39.9816183,116.3636133,0.399999884
-6.122156716,-3.088786905,-0.583238717,1.105260678,2.830377048,-0.396147072,8.96E-07,2.24E-06,1.12E-05,2.24E-05,3.67E-05,1.83E-05,1,0.054726,0,-8.214725117,-2.253649526,-0.586846019,4.194038693,5.855727623,-0.161705153,39.98639667,116.302685,1,2.781354104,3.873591789,5.95443604,11.46957569,15.43401342,7.880544521,39.98672333,116.30292,0.400000031
-0.168335625,-0.08757626,-0.070609736,0.058103509,0.253475817,0.004843485,2.15E-05,4.90E-05,0.000104742,0.000180613,0.003224421,0.001116883,1,0.033026,0,-0.065565665,-0.025092912,0.017781786,0.036489484,0.049917574,0.000711231,39.975498,116.33021,1,1.227600219,1.468439287,2.088718818,2.93580248,3.276181791,2.197500276,39.975527,116.330277,0.416666596
-1.600896753,-1.33740706,0.177200785,0.679487425,1.686098807,-0.136530111,7.76E-06,1.36E-05,5.83E-05,7.60E-05,0.000119614,6.29E-05,1,0.069364,0,-1.195054342,-0.947709996,0.390133737,0.937632105,1.985512596,0.183977091,39.9800333,116.3613049,1,6.282246807,7.462784181,7.662583758,8.778620022,11.83716001,8.585543852,39.979745,116.3606033,0.433333298
-1.156804272,-0.58049641,-0.056698392,0.851382171,1.256766399,-0.036657712,8.00E-06,1.58E-05,3.79E-05,4.47E-05,0.000201252,6.79E-05,1,0.022186,0,-0.709466296,-0.297895159,-0.030937074,0.715937773,0.894337169,-0.005936082,39.9812949,116.307545,1,0.638281287,0.78299834,3.06425488,3.877207624,4.591434467,2.719273894,39.9812949,116.3075816,0.433333298
-3.307394107,-2.499283721,0.533602215,2.580293516,3.3486139,0.153821091,8.87E-06,9.00E-06,1.32E-05,2.90E-05,3.45E-05,2.03E-05,1,0.053423,0,-2.314649377,-1.517391056,0.616974439,1.554862469,2.398221587,0.065001093,39.9888066,116.3068033,1,2.723046004,3.823191896,7.581583929,8.36458227,12.52154462,7.185279318,39.9888283,116.3065033,0.433333435
-2.515656881,-2.18047853,-0.724069947,1.323946935,3.129201236,-0.270912832,1.84E-05,2.12E-05,2.90E-05,4.43E-05,9.10E-05,4.23E-05,1,0.056088,0,-1.661604567,-0.469111329,0.160199673,1.193052669,2.168235323,0.22485697,39.9778499,116.3317849,1,2.145061834,5.321244588,6.639313056,9.193478326,11.16181217,6.926975569,39.9777899,116.3326199,0.45
-0.850495029,-0.570141541,-0.207891953,0.068394181,0.463319545,-0.207202893,3.01E-06,4.43E-06,6.72E-06,1.22E-05,1.48E-05,8.47E-06,1,0.028177,0,-0.601204499,-0.380692644,0.157044822,0.317467071,0.762657601,0.102531186,39.9873133,116.3034116,1,2.074680297,2.474099698,3.495606874,4.079699346,5.197308983,3.526321259,39.9871033,116.3030483,0.466666566
-0.970544868,-0.446424911,-1.80E-05,0.411320604,0.840951305,-0.062003318,4.35E-12,2.24E-06,2.24E-06,4.48E-06,6.71E-06,4.40E-06,1,0.028859,0,-1.185103822,-0.51659647,0.102566083,0.822625443,1.260766051,0.03717191,39.97538333,116.3328067,1,2.910593284,3.241797807,3.326422225,3.819617474,4.426937297,3.564450303,39.97578,116.3327783,0.466666713
-1.863188691,-0.771729538,-0.208915885,0.354151156,0.885778203,-0.276262404,8.76E-06,1.17E-05,2.46E-05,3.74E-05,5.01E-05,2.70E-05,1,0.012296,0,-0.920417903,-0.354821269,0.317922669,0.427513771,1.200742347,0.143946188,39.98713,116.3031433,1,0.622438681,0.722285247,1.104297659,2.171696322,4.39362864,1.833425711,39.9872733,116.3030916,0.483333268
-0.933805173,-0.536003735,0.07214393,0.351743527,0.605602756,-0.123975683,2.15E-05,2.70E-05,3.47E-05,7.22E-05,0.000141095,5.80E-05,1,0.046662,0,-0.142376567,-0.104596521,-0.073434243,0.045595323,0.870896207,0.234979801,39.9896466,116.2990966,1,3.087866254,4.13243892,5.167073215,5.896077139,8.159903193,5.374858583,39.98984,116.2985399,0.483333404
-0.615596572,-0.279600338,0.121211354,0.363195905,0.53344558,-0.011977847,8.33E-06,1.34E-05,2.15E-05,7.39E-05,8.35E-05,3.94E-05,1,0.036418,0,-0.374265367,-0.186083719,-0.147868569,0.214265544,0.355660562,-0.061328,39.976845,116.337515,1,2.732714831,3.236399752,3.903602359,4.993189416,8.519266689,4.598891614,39.976637,116.337948,0.49999997
-5.093089878,-1.382005075,-1.076686955,0.181634822,0.208135464,-1.923680212,5.16E-05,6.50E-05,0.000136628,0.000322428,0.000495732,0.000235614,1,0.055708,0,-0.037347072,-0.014722548,0.099820652,0.535936202,3.925451418,1.350746489,39.9918133,116.2971116,1,4.019755699,4.426201168,7.894804772,8.785435737,12.79135463,8.063440191,39.9920233,116.2972266,0.516666672
-0.741521922,-0.164092587,0.188332682,0.572625189,0.892469806,0.091297567,1.25E-05,1.80E-05,2.91E-05,6.09E-05,8.54E-05,4.03E-05,1,0.0231,0,-0.458977356,-0.42494068,0.038207923,0.221087894,0.35215922,-0.025939523,39.9852749,116.3541333,1,0.440999065,0.920056973,1.818900354,3.553498234,5.663272868,2.50076713,39.9850733,116.3543399,0.533333228
-0.741521922,-0.164092587,0.188332682,0.572625189,0.892469806,0.091297567,1.25E-05,1.80E-05,2.91E-05,6.09E-05,8.54E-05,4.03E-05,1,0.0231,0,-0.458977356,-0.42494068,0.038207923,0.221087894,0.35215922,-0.025939523,39.9852749,116.3541333,1,0.440999065,0.920056973,1.818900354,3.553498234,5.663272868,2.50076713,39.9850733,116.3543399,0.533333228
-2.301807731,-0.471610206,-0.057608057,0.306005469,1.663198098,-0.333818199,1.42E-13,4.42E-12,2.24E-06,1.34E-05,4.03E-05,1.38E-05,1,0.024703,0,-3.115430609,-0.611995124,0.198001287,0.885614368,3.470341484,0.19090921,39.97743167,116.3323033,1,0.435601783,0.827997724,0.885605917,3.042020325,6.75214213,2.694872466,39.97751167,116.3324117,0.533333385
-1.85831611,-0.38508785,0.051753933,0.689411248,0.943924028,-0.291441899,7.04E-06,2.23E-05,4.47E-05,8.72E-05,0.000127087,5.77E-05,1,0.042928,0,-0.866160464,-0.507160791,0.038475163,0.283284374,0.986821051,0.293991392,39.9753783,116.3289433,1,2.194564316,3.446998684,4.643988696,5.951685514,6.934335816,4.769584098,39.9752466,116.3290116,0.549999929
-1.12335485,-0.330002769,-0.141999931,0.208000098,1.124284838,-0.19813019,4.97E-06,8.87E-06,1.13E-05,2.03E-05,3.55E-05,1.60E-05,1,0.023524,0,-0.968597158,-0.222531088,0.021957027,0.717732038,0.902706431,0.244852136,39.986335,116.30236,1,0.167849987,0.998997882,1.72200068,3.876002343,4.712402681,2.50734023,39.9863233,116.3024483,0.550000076
-3.11734512,-0.484650507,0.144113267,0.723603727,1.303749092,-0.771740212,2.20E-06,5.57E-06,2.01E-05,4.03E-05,5.88E-05,2.88E-05,1,0.031524,0,-0.708721821,-0.256271286,-0.026543309,0.686473889,1.670306113,0.797659855,39.9875999,116.3013616,1,1.261077327,1.501651395,2.678406109,3.988800345,9.348844976,3.92777881,39.9876533,116.3017049,0.550000087
-4.146062034,-1.63453025,0.107757297,0.796925195,1.838446004,-2.103431825,1.34E-06,2.69E-06,2.75E-05,4.47E-05,4.85E-05,2.63E-05,1,0.099046,0,-2.133284996,-0.349079298,0.225428503,1.510507288,3.093487229,2.020201017,39.997688,116.316492,1,5.77404901,7.888488869,9.52829804,11.88901341,13.28865183,11.21528162,39.998837,116.316023,0.566666642
-1.210552876,-0.135107844,0.0310318,0.051803774,1.143923151,-0.005238693,5.51E-06,1.28E-05,1.95E-05,2.25E-05,3.08E-05,1.83E-05,1,0.051302,0,-0.463959744,-0.020369026,0.012513538,0.041140907,0.239429598,-0.086561909,39.975489,116.330851,1,1.848529263,2.170799718,2.496241158,2.813578545,8.120813795,4.617182854,39.975301,116.331054,0.583333344
-1.210552876,-0.135107844,0.0310318,0.051803774,1.143923151,-0.005238693,5.51E-06,1.28E-05,1.95E-05,2.25E-05,3.08E-05,1.83E-05,1,0.051302,0,-0.463959744,-0.020369026,0.012513538,0.041140907,0.239429598,-0.086561909,39.975489,116.330851,1,1.848529263,2.170799718,2.496241158,2.813578545,8.120813795,4.617182854,39.975301,116.331054,0.583333344
-2.157365598,-1.005088571,-0.015037885,1.73433934,3.627182012,0.3855127,1.19E-05,1.68E-05,4.36E-05,8.96E-05,0.000350362,0.000108752,1,0.085719,0,-1.784003357,-0.789956892,0.339112565,1.076367125,2.527816458,0.242408641,39.9760516,116.328425,1,1.163608102,4.788444914,8.502299431,11.33458682,13.71007077,7.996176639,39.9750599,116.3287866,0.583333344
-0.180028588,-0.040427975,0.098351969,0.243612233,0.287697306,0.082494009,1.83E-05,2.15E-05,2.62E-05,3.46E-05,4.61E-05,2.87E-05,1,0.017686,0,-0.050054355,-0.037202337,-0.01190887,0.029505472,0.067487032,0.00072358,39.999123,116.324178,1,0.683999644,1.167841179,1.535399158,1.719539965,2.320345113,1.591739884,39.999006,116.324101,0.583333344
-3.143555606,-1.483633372,-0.625944234,0.691433782,1.711081697,-0.658572165,3.14E-06,6.75E-06,1.34E-05,1.90E-05,0.00015667,4.87E-05,1,0.106767,0,-1.524061722,-0.684131429,0.149622629,0.975840181,3.97778417,0.43942081,39.9755283,116.3297299,1,3.915351332,4.752444577,6.658207686,10.3621385,14.21028948,9.54837231,39.9752066,116.3285433,0.599999899
-3.143555606,-1.483633372,-0.625944234,0.691433782,1.711081697,-0.658572165,3.14E-06,6.75E-06,1.34E-05,1.90E-05,0.00015667,4.87E-05,1,0.106767,0,-1.524061722,-0.684131429,0.149622629,0.975840181,3.97778417,0.43942081,39.9755283,116.3297299,1,3.915351332,4.752444577,6.658207686,10.3621385,14.21028948,9.54837231,39.9752066,116.3285433,0.599999899
-6.983131187,-1.576885108,-0.284378318,0.979213662,4.042059993,-0.249765116,2.24E-06,2.24E-06,1.34E-05,2.46E-05,5.24E-05,1.80E-05,1,0.058392,0,-13.94628699,-1.054782848,0.306011823,4.010346813,9.684431642,0.0314271,39.977735,116.3325017,1,0.478800443,1.796396192,2.897993857,8.413250923,14.09835709,5.68138498,39.97802833,116.3319567,0.59999991
-0.643732355,-0.224766434,0.002880919,0.102730754,1.089388758,0.14909641,3.26E-05,5.60E-05,8.96E-05,0.000143811,0.001845462,0.001304146,1,0.084704,0,-0.590768908,-0.120957738,-0.003082864,0.061333209,0.233775787,-0.208219018,39.9689633,116.3137583,1,1.471545026,2.170441555,3.335044252,3.997434131,4.867694818,3.341170744,39.9693549,116.3135799,0.616666612
-2.579593039,-0.588896741,-0.017855983,0.316344042,0.752330611,-2.284431094,6.72E-06,8.06E-06,1.34E-05,5.71E-05,0.000201566,6.69E-05,1,0.033472,0,-0.666384407,-0.177404863,0.005385543,0.211570172,1.596856267,1.19091465,40.008917,116.315291,1,0.426959793,0.490679762,0.879839462,4.994708081,18.32763604,5.962133004,40.008962,116.31514,0.633333314
-0.136800384,-0.106866482,-0.008784046,0.08864387,0.210060576,0.001154036,1.34E-06,2.01E-06,5.37E-06,1.48E-05,2.42E-05,9.52E-06,1,0.004878,0,-0.11874009,-0.006667199,0.006354592,0.019180595,0.051902307,-0.009062826,39.9762,116.330225,1,0,0.062639966,0.213119897,0.615780595,0.897121031,0.385069321,39.976216,116.330258,0.666666571
-0.750334825,-0.461927973,0.085499796,0.384298106,0.610108524,0.011032072,3.14E-06,6.88E-06,1.34E-05,1.96E-05,2.47E-05,1.35E-05,1,0.018238,0,-0.635622269,-0.439996297,-0.037575135,0.265792041,0.712032096,-0.062642337,39.97232,116.3325383,1,0.685861139,1.301401136,1.765795979,2.16494687,2.62097759,1.753411213,39.97246,116.332455,0.666666718
-1.180400791,-0.495649725,0.218161184,0.26827174,0.391911432,-0.331760608,1.13E-05,1.21E-05,4.97E-05,5.64E-05,0.00018183,9.77E-05,1,0.085769,0,-0.300753828,-0.142762113,-0.006565996,0.097546059,0.258440796,-0.015177536,39.977431,116.33144,1,2.60207841,3.087358502,4.270324908,5.605927147,17.39635063,6.861522412,39.977079,116.331255,0.666666718
-1.509947518,-0.97695594,-0.316152889,0.797863846,1.524397359,-0.141064368,4.57E-06,1.17E-05,4.69E-05,5.76E-05,8.68E-05,4.35E-05,1,0.04775,0,-1.57433744,-0.374387289,0.33283864,0.934999298,1.438752247,0.113682978,39.9779283,116.3318766,1,1.136068173,2.480401941,3.858291822,6.164093162,7.64657231,4.293292037,39.9779149,116.332565,0.666666728
-1.493729771,-0.751162385,0.024074819,1.734920097,2.423114507,0.361687618,2.75E-05,4.20E-05,0.000105155,0.000150479,0.000186498,0.000102402,1,0.120486,0,-0.944479749,-0.765885474,-0.209587319,0.283527962,0.600676746,-0.17585607,39.990735,116.3710416,1,3.386335766,6.882299218,9.259649291,10.86007293,14.4201589,9.226574342,39.9893216,116.3714816,0.683333273
-3.224211504,-1.186181232,0.115256764,1.206435886,2.649588767,0.111556866,2.28E-06,4.43E-06,1.11E-05,2.46E-05,7.26E-05,2.29E-05,1,0.028678,0,-4.260884337,-2.587847504,0.156429386,2.428162552,6.059222685,-0.649467308,39.976045,116.3312149,1,1.043997787,2.060995631,3.455992674,4.856389706,6.913436796,4.436959786,39.9761333,116.3310866,0.683333284
-1.665735525,-0.834329102,0.102186258,0.711195811,1.708634575,-0.044390261,2.10E-05,2.57E-05,4.81E-05,7.55E-05,0.000140207,6.35E-05,1,0.052214,0,-0.922764595,-0.095240151,0.035618055,0.726843541,0.943127865,0.032988165,39.9766433,116.3102816,1,2.188708613,3.490506221,4.945197244,8.42039205,10.4824683,6.065609868,39.9765449,116.3106166,0.683333284
-0.337857792,-0.047448109,0,0,0,-0.818737875,0,0,0,4.50E-06,9.00E-06,2.87E-06,1,0.003786,0,0,0,0,0.009489633,0.12148053,0.840016566,39.977225,116.3304066,1,0,0,0,0.237240273,1.150197562,0.961950829,39.977225,116.3304483,0.68333342
-5.509786847,-1.604732058,0.070180801,2.264427139,3.593184962,-0.244285423,2.24E-07,4.48E-06,8.95E-06,1.29E-05,1.99E-05,9.65E-06,1,0.069696,0,-5.552249104,-2.057434196,0.853248354,2.195070222,9.039240099,1.003888622,39.97880333,116.3053983,1,2.178371323,2.933093305,4.20840882,5.849998978,11.16861633,5.973943852,39.97837167,116.305995,0.68333342
-0.535459002,-0.350065501,-0.07041588,0.030240457,0.122918058,-0.200901942,1.05E-05,2.28E-05,2.55E-05,6.45E-05,0.000116902,5.72E-05,1,0.045513,0,-0.044760919,-0.030729479,0.019756619,0.052531005,0.084019435,0.017938048,40.007412,116.31994,1,1.286783757,1.488961711,1.727279162,3.477604434,6.766219504,3.36693239,40.007013,116.319561,0.68333342
-1.056430495,-0.731918521,-0.112054701,0.219367028,1.15011658,-0.084845052,3.36E-07,3.93E-06,1.56E-05,2.87E-05,4.64E-05,1.98E-05,1,0.050964,0,-0.955354225,-0.461242601,0.087742853,0.648679027,0.899398211,0.003088646,39.9715699,116.3243683,1,2.533314538,3.150902897,3.974409065,5.43601069,5.682950205,4.310917575,39.97208,116.3245283,0.68333343
-2.090498497,-0.715489099,0.013162525,2.034442363,3.639054383,0.585880808,6.28E-06,1.35E-05,2.91E-05,6.16E-05,9.48E-05,4.13E-05,1,0.039189,0,-2.425937831,-0.485091335,0.461693835,1.412305683,2.051009565,0.294289883,39.9719049,116.3246583,1,0.787321548,2.264399128,4.782610908,6.209998884,9.046779692,4.702676455,39.9717249,116.3249949,0.699999986
-0.876782201,-0.699078113,-0.133648117,0.556646478,0.950120267,-0.03263458,4.32E-06,4.57E-06,1.23E-05,1.90E-05,2.64E-05,1.25E-05,1,0.041505,0,-0.760218224,-0.280061384,0.026234932,0.285867453,0.583383108,0.135313395,39.97539,116.3335633,1,1.372857742,1.91699823,2.666705244,4.211991072,5.570650955,3.222694941,39.9754266,116.3328616,0.716666688
-0.120304663,-0.033836187,0.029618871,0.337452329,0.863801926,0.273997271,9.62E-05,0.000106318,0.000156675,0.000240601,0.000311103,0.000190244,1,0.144833,0,-0.11957124,-0.118853229,-0.066089746,0.004326953,0.036820752,-0.04843653,39.97716667,116.3317333,1,3.923135055,4.328458058,10.62714912,16.75036722,16.83983889,10.45167616,39.97736667,116.33015,0.7333334
-0.488157922,-0.371233949,-0.022030558,0.189073054,0.275278827,-0.058048315,8.87E-06,1.89E-05,5.83E-05,7.38E-05,0.000103029,5.45E-05,1,0.053764,0,-0.102183034,-0.079403091,0.019267338,0.077371671,0.153215791,0.08072394,39.9863783,116.3023999,1,2.555278439,3.306599997,3.720958195,4.544996677,4.847766181,3.969424363,39.9865133,116.3025049,0.7333334
-0.874570193,-0.290449053,-0.071279853,-0.032651815,0.266306115,-0.432099526,3.63E-06,5.37E-06,7.39E-06,1.71E-05,0.000158849,4.22E-05,1,0.057991,0,-0.060733753,-0.011384451,0.019310635,0.066869951,0.227811165,0.076729225,39.975305,116.342763,1,0.434159735,0.971999528,2.282760829,3.475802847,6.636672808,4.175354966,39.975573,116.343257,0.749999955
-0.646141773,-0.076212461,-0.005617888,0.185616767,0.25685273,-0.053236861,7.72E-11,3.36E-06,1.21E-05,3.76E-05,0.000102062,3.55E-05,1,0.046422,0,-0.127667153,-0.100346912,-0.01537919,0.100684706,0.123212327,-0.003674899,39.980751,116.340984,1,1.128959439,1.665721151,2.653918555,5.135044292,5.95641409,3.342384479,39.980829,116.340559,0.749999955
-0.587566548,-0.462382692,-0.028079888,0.286017358,0.372099003,-0.054259069,3.25E-05,4.06E-05,5.98E-05,8.73E-05,0.000124156,8.44E-05,1,0.140753,0,-0.090227148,-0.06296434,-0.03847621,-0.011938528,0.134830858,-0.009538602,40.006816,116.324192,1,7.11447178,9.693358679,10.36439432,11.34972844,11.79467428,10.13421558,40.008709,116.323991,0.749999955
-0.25888407,-0.184752333,-0.039672002,0.077256067,0.198799722,-0.582649328,3.09E-06,7.72E-06,1.48E-05,2.59E-05,4.58E-05,2.71E-05,1,0.015726,0,-0.101437704,-0.054143996,0.004581227,0.075594057,0.137577746,0.287469704,39.976377,116.330523,1,0.022896029,0.245699958,0.583380444,0.953820229,1.506890022,1.761837363,39.976229,116.330479,0.750000102
0.037767619,0.104267048,0.215099431,0.50894978,0.68525999,0.337111409,5.10E-06,8.73E-06,1.48E-05,2.15E-05,2.55E-05,1.52E-05,1,0.004139,0,-0.513292261,-0.401681473,-0.215663493,-0.098838797,-0.028743978,-0.261792349,39.975579,116.342612,1,0.059088004,0.147720009,0.295440018,0.549120924,0.701329468,0.366080616,39.975558,116.342548,0.766666657
-0.840237702,-0.703600851,-0.11399814,0.39680084,1.481907031,0.017442125,4.51E-06,9.13E-06,1.36E-05,3.37E-05,4.35E-05,2.16E-05,1,0.051798,0,-0.790051005,-0.314397657,-0.014267255,0.21080161,0.575385952,-0.085558858,39.9828133,116.3077,1,1.302960705,1.989601619,3.644402203,4.250401678,6.025444384,3.758823414,39.9826283,116.30814,0.766666668
-0.840237702,-0.703600851,-0.11399814,0.39680084,1.481907031,0.017442125,4.51E-06,9.13E-06,1.36E-05,3.37E-05,4.35E-05,2.16E-05,1,0.051798,0,-0.790051005,-0.314397657,-0.014267255,0.21080161,0.575385952,-0.085558858,39.9828133,116.3077,1,1.302960705,1.989601619,3.644402203,4.250401678,6.025444384,3.758823414,39.9826283,116.30814,0.766666668
-0.032899953,-0.024389505,-0.010205425,0.003978656,0.012489104,-0.010205425,0.000497164,0.00057107,0.000694247,0.000817425,0.000891331,0.000694247,1,0.08571,0,0.000100543,0.000284979,0.000592371,0.000899763,0.001084199,0.000592371,40.00838333,116.3226833,1,0.793205301,1.065149085,1.518388725,1.971628365,2.243572149,1.518388725,40.00883333,116.3228,0.783333359
-0.706405527,-0.439309318,0.030600862,0.36281838,1.120252872,-0.091360233,1.77E-05,1.79E-05,7.50E-05,9.28E-05,0.000114987,6.41E-05,1,0.055459,0,-0.437949842,-0.098568326,-0.001888231,0.143805469,0.283945731,0.048549728,39.9870366,116.3010366,1,1.513437122,1.888739874,3.054241395,4.900686089,5.317774248,3.758418527,39.9874166,116.3014449,0.816666617
-1.47061444,-0.676779787,-0.181832493,0.387925433,1.414772029,0.079070091,4.43E-06,9.00E-06,4.71E-05,0.000105278,0.000147712,6.50E-05,1,0.195145,0,-1.295071703,-0.681752099,0.005827454,0.322172494,0.968366665,-0.033818827,39.9750199,116.3307249,1,10.95117679,11.185222,12.62702483,15.40295253,18.3564111,13.35575963,39.9753583,116.3305116,0.816666763
-1.873283568,-1.402801644,0.244200417,1.132901503,2.306680063,0.155777005,1.01E-05,2.35E-05,7.95E-05,0.000114137,0.000170307,8.27E-05,1,0.094997,0,-1.826013595,-0.899899218,-0.087867223,0.554997027,2.340043943,-0.170879983,39.9752066,116.3366616,1,1.163520459,2.521496104,3.52620287,5.819700433,9.047765469,6.344467893,39.9746716,116.3360916,0.816666763
-10.64832445,-2.082585861,-0.266493138,0.701997024,3.900636568,-0.553949313,1.34E-12,3.92E-06,6.71E-06,2.07E-05,0.000155548,4.31E-05,1,0.16031,0,-7.644684992,-2.168111949,0.75958678,3.563047789,15.2142767,0.177137634,39.97635833,116.3303467,1,1.135077427,1.877399647,4.796989832,12.68190068,24.62033715,10.19619508,39.97571833,116.3294283,0.816666763
-0.399455612,-0.243575764,-0.175967413,0.273239963,0.549505383,-0.025920023,6.71E-06,1.95E-05,2.28E-05,6.04E-05,7.79E-05,3.96E-05,1,0.038492,0,-0.129341107,-0.077572679,0.002620657,0.11653945,0.133228721,-0.00333559,39.974534,116.335824,1,0.532079742,1.598040667,2.429278821,3.486961421,3.85343813,2.51947681,39.974755,116.335742,0.833333329
-2.243146427,-0.719090084,0.111611986,0.756917803,8.419410381,-0.238593136,5.29E-12,2.24E-06,4.48E-06,8.95E-06,2.69E-05,1.39E-05,1,0.128927,0,-3.644624869,-1.459794424,0.437399623,1.632638043,8.235039805,-0.387064354,39.97829833,116.3320783,1,1.391047409,2.167194044,2.923194714,6.15059989,12.02901988,7.145610352,39.97744167,116.3327667,0.833333329
-1.79749156,-0.426146222,-0.048594576,0.896398118,2.09519021,0.055365842,3.57E-06,1.22E-05,2.47E-05,3.79E-05,6.67E-05,3.21E-05,1,0.065824,0,-1.489226077,-0.773557842,0.027004493,0.666000252,1.636284003,-0.093165786,39.9724466,116.3263066,1,1.870915672,2.506505315,3.792607458,5.77169992,7.270558481,4.456134117,39.9724933,116.327095,0.849999884
-2.555821247,-1.390052732,-0.185410846,1.741055751,3.079981417,0.062800242,4.57E-06,1.12E-05,2.46E-05,4.59E-05,7.47E-05,3.13E-05,1,0.084686,0,-3.125690425,-1.218157025,0.499511402,1.461131453,1.936164388,-0.082733135,39.9863249,116.2987366,1,1.807563765,3.860091164,5.322610467,6.63749832,9.561602811,5.66526593,39.9864983,116.2994333,0.850000031
-1.072516117,-0.654191872,-0.212853397,0.472170345,0.877774905,-1.092834164,4.43E-06,8.90E-06,1.34E-05,2.84E-05,0.000109672,5.69E-05,1,0.110396,0,-0.691778366,-0.308696337,0.145214384,0.288439931,0.881804783,1.001054457,39.9753033,116.3314283,1,2.528635758,3.346207632,4.146308154,6.920989342,14.60342591,7.152106596,39.9759833,116.3315949,0.866666586
-1.529912011,-1.175647867,-0.585207627,0.005232613,0.359496757,-0.585207627,2.24E-06,4.48E-06,8.95E-06,2.46E-05,3.98E-05,1.82E-05,1,0.096026,0,2.361757439,2.361757439,2.361757439,2.361757439,2.361757439,2.361757439,39.97850667,116.3293467,1,3.03839356,3.873589354,4.865099372,6.710381558,12.01317454,5.913512664,39.97864167,116.3301767,0.883333288
-0.999533893,-0.565656592,0.038250246,0.567215476,0.79658688,-0.026648555,1.64E-06,4.43E-06,9.00E-06,1.40E-05,2.15E-05,1.05E-05,1,0.053273,0,-0.557771704,-0.29114781,-0.021606913,0.337731676,0.667166772,0.08404042,39.9883033,116.3066366,1,2.369517771,2.574455063,3.375007166,4.130990294,5.209940495,3.516108458,39.9880899,116.3058233,0.883333288
-2.084569897,-1.486112525,0.20735177,1.248978864,2.361059981,0.014821772,5.40E-06,2.12E-05,3.60E-05,8.95E-05,0.000160473,6.10E-05,1,0.108382,0,-2.237264626,-0.704989773,0.040031184,1.157617673,3.030498943,0.109884617,39.9758733,116.3251333,1,3.038572604,3.507456806,5.683511177,8.89872834,11.61523039,6.914720913,39.97536,116.3253866,0.900000001
-4.402925827,-0.279072641,-0.01022399,0.206207932,0.397895756,-1.754560446,4.03E-06,5.37E-06,2.15E-05,5.37E-05,0.000472144,0.000264645,1,0.225241,0,-0.156715438,-0.043286434,0.048124715,0.106814643,0.890884576,0.391494573,39.975161,116.327379,1,0.654120877,0.798479613,1.606319221,1.959839049,24.63727531,12.51019195,39.977319,116.330077,0.916666703
-1.767606928,-0.754327962,-0.233038247,0.56449961,1.519841358,0.014254397,9.00E-06,1.40E-05,3.02E-05,6.37E-05,8.24E-05,4.61E-05,1,0.125633,0,-1.030899149,-0.653270083,-0.082467764,0.464718414,0.950396334,-0.05156705,39.97794,116.3613516,1,3.579362163,4.729793452,6.443708297,8.222087023,13.37436789,7.65837241,39.9767183,116.3598183,0.916666703
-3.577502015,-1.275736516,-0.272707847,0.838808685,3.456404565,-0.454879169,1.26E-05,2.34E-05,3.37E-05,9.31E-05,0.000163346,6.35E-05,1,0.180759,0,-1.808542522,-0.713578221,-0.13004405,0.91754759,2.899978268,0.069277947,39.9870666,116.3031233,1,2.732038069,3.588300282,6.215386825,16.18113182,24.23709599,10.76491079,39.988195,116.30093,0.916666703
-3.410530521,-1.17245671,-0.450911989,1.144281956,3.922004595,0.01385796,1.34E-05,1.95E-05,3.46E-05,8.33E-05,0.000136609,5.57E-05,1,0.141663,0,-1.831468092,-1.175989049,-0.335736594,0.739467314,2.254796697,-0.062948387,39.9812433,116.3105483,1,3.008640575,5.461212053,8.251199661,12.26071307,16.30747212,8.9528564,39.98188,116.3109866,0.949999971
-1.007709286,-0.292526308,-0.015482245,0.555752447,0.759151866,0.038982609,1.54E-06,5.67E-06,1.34E-05,2.86E-05,3.37E-05,1.67E-05,1,0.014819,0,-0.70325287,-0.371701115,0.005660394,0.347479295,0.7244144,-0.031652914,39.9761466,116.3302483,1,0.116423936,0.445229132,0.917102092,2.218052674,2.824741982,1.281297452,39.9761883,116.3301966,0.950000117
